2024-08-09T13:29:05Z - CPU: 80, MEM: 15251, TEMP: 55, POWER: 73
2024-08-09T14:01:11Z - CPU: 35, MEM: 15188, TEMP: 83, POWER: 101
2024-08-09T14:01:12Z - CPU: 50, MEM: 25055, TEMP: 64, POWER: 103
2024-08-09T14:01:13Z - CPU: 32, MEM: 12098, TEMP: 64, POWER: 108
2024-08-09T14:01:14Z - CPU: 10, MEM: 1867, TEMP: 35, POWER: 115
2024-08-09T14:01:15Z - CPU: 11, MEM: 19954, TEMP: 53, POWER: 84
2024-08-09T14:01:16Z - CPU: 41, MEM: 3202, TEMP: 79, POWER: 64
2024-08-09T14:01:17Z - CPU: 54, MEM: 22682, TEMP: 48, POWER: 55
2024-08-09T14:01:18Z - CPU: 75, MEM: 10039, TEMP: 39, POWER: 86
2024-08-09T14:01:19Z - CPU: 53, MEM: 8015, TEMP: 74, POWER: 97
2024-08-09T14:01:20Z - CPU: 77, MEM: 27330, TEMP: 63, POWER: 90
2024-08-09T14:01:21Z - CPU: 55, MEM: 5007, TEMP: 46, POWER: 66
2024-08-09T14:01:22Z - CPU: 42, MEM: 16707, TEMP: 50, POWER: 114
2024-08-09T14:01:23Z - CPU: 67, MEM: 27320, TEMP: 80, POWER: 102
2024-08-09T14:01:24Z - CPU: 31, MEM: 20475, TEMP: 73, POWER: 98
2024-08-09T14:01:25Z - CPU: 83, MEM: 20622, TEMP: 53, POWER: 59
2024-08-09T14:01:26Z - CPU: 60, MEM: 29136, TEMP: 60, POWER: 112
2024-08-09T14:01:27Z - CPU: 57, MEM: 10681, TEMP: 54, POWER: 115
2024-08-09T14:01:28Z - CPU: 43, MEM: 16842, TEMP: 76, POWER: 62
2024-08-09T14:01:29Z - CPU: 76, MEM: 26180, TEMP: 76, POWER: 97
2024-08-09T14:01:30Z - CPU: 97, MEM: 13721, TEMP: 48, POWER: 61
2024-08-09T14:01:31Z - CPU: 42, MEM: 25632, TEMP: 62, POWER: 40
2024-08-09T14:01:32Z - CPU: 57, MEM: 18444, TEMP: 43, POWER: 82
2024-08-09T14:01:33Z - CPU: 94, MEM: 24991, TEMP: 87, POWER: 70
2024-08-09T14:01:34Z - CPU: 88, MEM: 13211, TEMP: 73, POWER: 74
2024-08-09T14:01:35Z - CPU: 44, MEM: 1561, TEMP: 40, POWER: 81
2024-08-09T14:01:36Z - CPU: 97, MEM: 15582, TEMP: 70, POWER: 110
2024-08-09T14:01:37Z - CPU: 33, MEM: 21963, TEMP: 76, POWER: 91
2024-08-09T14:01:38Z - CPU: 80, MEM: 3348, TEMP: 80, POWER: 100
2024-08-09T14:01:39Z - CPU: 22, MEM: 4499, TEMP: 44, POWER: 71
2024-08-09T14:01:40Z - CPU: 79, MEM: 7325, TEMP: 35, POWER: 76
2024-08-09T14:01:41Z - CPU: 64, MEM: 11317, TEMP: 73, POWER: 77
2024-08-09T14:01:42Z - CPU: 75, MEM: 11648, TEMP: 66, POWER: 73
2024-08-09T14:01:43Z - CPU: 26, MEM: 11130, TEMP: 52, POWER: 63
2024-08-09T14:01:44Z - CPU: 20, MEM: 21990, TEMP: 59, POWER: 104
2024-08-09T14:01:45Z - CPU: 15, MEM: 29835, TEMP: 41, POWER: 65
2024-08-09T14:01:46Z - CPU: 15, MEM: 6813, TEMP: 85, POWER: 50
2024-08-09T14:01:47Z - CPU: 45, MEM: 11898, TEMP: 47, POWER: 68
2024-08-09T14:01:48Z - CPU: 89, MEM: 6551, TEMP: 46, POWER: 91
2024-08-09T14:01:49Z - CPU: 68, MEM: 13497, TEMP: 71, POWER: 56
2024-08-09T14:01:50Z - CPU: 55, MEM: 17512, TEMP: 46, POWER: 83
2024-08-09T14:01:51Z - CPU: 59, MEM: 6560, TEMP: 71, POWER: 48
2024-08-09T14:01:52Z - CPU: 87, MEM: 10955, TEMP: 65, POWER: 68
2024-08-09T14:01:53Z - CPU: 94, MEM: 14572, TEMP: 35, POWER: 57
2024-08-09T14:01:54Z - CPU: 37, MEM: 21789, TEMP: 38, POWER: 78
2024-08-09T14:01:55Z - CPU: 69, MEM: 23099, TEMP: 79, POWER: 65
2024-08-09T14:01:56Z - CPU: 82, MEM: 12000, TEMP: 64, POWER: 48
2024-08-09T14:01:57Z - CPU: 29, MEM: 25489, TEMP: 72, POWER: 57
2024-08-09T14:01:58Z - CPU: 10, MEM: 1880, TEMP: 74, POWER: 66
2024-08-09T14:01:59Z - CPU: 91, MEM: 7126, TEMP: 70, POWER: 88
2024-08-09T14:02:00Z - CPU: 33, MEM: 914, TEMP: 48, POWER: 102
2024-08-09T14:02:01Z - CPU: 25, MEM: 885, TEMP: 35, POWER: 105
2024-08-09T14:02:02Z - CPU: 51, MEM: 22394, TEMP: 60, POWER: 65
2024-08-09T14:02:03Z - CPU: 76, MEM: 6208, TEMP: 74, POWER: 76
2024-08-09T14:02:04Z - CPU: 88, MEM: 28769, TEMP: 57, POWER: 62
2024-08-09T14:02:05Z - CPU: 60, MEM: 1319, TEMP: 58, POWER: 70
2024-08-09T14:02:06Z - CPU: 12, MEM: 4317, TEMP: 65, POWER: 64
2024-08-09T14:02:07Z - CPU: 42, MEM: 26500, TEMP: 37, POWER: 112
2024-08-09T14:02:08Z - CPU: 12, MEM: 13255, TEMP: 65, POWER: 98
2024-08-09T14:02:09Z - CPU: 38, MEM: 1616, TEMP: 73, POWER: 58
2024-08-09T14:02:10Z - CPU: 45, MEM: 24734, TEMP: 55, POWER: 83
2024-08-09T14:02:11Z - CPU: 67, MEM: 20463, TEMP: 88, POWER: 77
2024-08-09T14:02:12Z - CPU: 85, MEM: 5634, TEMP: 79, POWER: 115
2024-08-09T14:02:13Z - CPU: 49, MEM: 18914, TEMP: 67, POWER: 94
2024-08-09T14:02:14Z - CPU: 70, MEM: 17466, TEMP: 69, POWER: 97
2024-08-09T14:02:15Z - CPU: 18, MEM: 5648, TEMP: 75, POWER: 110
2024-08-09T14:02:16Z - CPU: 67, MEM: 22447, TEMP: 65, POWER: 91
2024-08-09T14:02:17Z - CPU: 14, MEM: 25573, TEMP: 43, POWER: 72
2024-08-09T14:02:18Z - CPU: 41, MEM: 21359, TEMP: 59, POWER: 116
2024-08-09T14:02:19Z - CPU: 78, MEM: 19634, TEMP: 74, POWER: 68
2024-08-09T14:02:20Z - CPU: 50, MEM: 31660, TEMP: 41, POWER: 100
2024-08-09T14:02:21Z - CPU: 64, MEM: 17961, TEMP: 79, POWER: 100
2024-08-09T14:02:22Z - CPU: 42, MEM: 4154, TEMP: 85, POWER: 105
2024-08-09T14:02:23Z - CPU: 49, MEM: 9443, TEMP: 71, POWER: 82
2024-08-09T14:02:24Z - CPU: 23, MEM: 5908, TEMP: 59, POWER: 71
2024-08-09T14:02:25Z - CPU: 55, MEM: 11994, TEMP: 61, POWER: 93
2024-08-09T14:02:26Z - CPU: 99, MEM: 14039, TEMP: 43, POWER: 95
2024-08-09T14:02:27Z - CPU: 62, MEM: 15856, TEMP: 56, POWER: 48
2024-08-09T14:02:28Z - CPU: 79, MEM: 8517, TEMP: 80, POWER: 111
2024-08-09T14:02:29Z - CPU: 38, MEM: 29286, TEMP: 77, POWER: 110
2024-08-09T14:02:30Z - CPU: 90, MEM: 3524, TEMP: 79, POWER: 103
2024-08-09T14:02:31Z - CPU: 21, MEM: 30053, TEMP: 59, POWER: 115
2024-08-09T14:02:32Z - CPU: 84, MEM: 17372, TEMP: 54, POWER: 64
2024-08-09T14:02:33Z - CPU: 77, MEM: 19321, TEMP: 67, POWER: 94
2024-08-09T14:02:34Z - CPU: 11, MEM: 13757, TEMP: 53, POWER: 104
2024-08-09T14:02:35Z - CPU: 90, MEM: 14096, TEMP: 46, POWER: 77
2024-08-09T14:02:36Z - CPU: 18, MEM: 10934, TEMP: 60, POWER: 57
2024-08-09T14:02:37Z - CPU: 82, MEM: 11008, TEMP: 78, POWER: 116
2024-08-09T14:02:38Z - CPU: 99, MEM: 31167, TEMP: 75, POWER: 84
2024-08-09T14:02:39Z - CPU: 18, MEM: 19710, TEMP: 50, POWER: 110
2024-08-09T14:02:40Z - CPU: 19, MEM: 21489, TEMP: 76, POWER: 83
2024-08-09T14:02:41Z - CPU: 43, MEM: 2088, TEMP: 83, POWER: 95
2024-08-09T14:02:42Z - CPU: 52, MEM: 7944, TEMP: 85, POWER: 104
2024-08-09T14:02:43Z - CPU: 78, MEM: 12156, TEMP: 56, POWER: 97
2024-08-09T14:02:44Z - CPU: 25, MEM: 24552, TEMP: 52, POWER: 55
2024-08-09T14:02:45Z - CPU: 74, MEM: 12383, TEMP: 64, POWER: 83
2024-08-09T14:02:46Z - CPU: 92, MEM: 13589, TEMP: 87, POWER: 84
2024-08-09T14:02:47Z - CPU: 58, MEM: 21783, TEMP: 59, POWER: 101
2024-08-09T14:02:48Z - CPU: 67, MEM: 24889, TEMP: 83, POWER: 91
2024-08-09T14:02:49Z - CPU: 22, MEM: 5968, TEMP: 75, POWER: 42
2024-08-09T14:02:50Z - CPU: 68, MEM: 26018, TEMP: 62, POWER: 118
2024-08-09T14:02:51Z - CPU: 65, MEM: 2234, TEMP: 88, POWER: 108
2024-08-09T14:02:52Z - CPU: 72, MEM: 11458, TEMP: 79, POWER: 82
2024-08-09T14:02:53Z - CPU: 10, MEM: 9963, TEMP: 41, POWER: 107
2024-08-09T14:02:54Z - CPU: 98, MEM: 17581, TEMP: 47, POWER: 46
2024-08-09T14:02:55Z - CPU: 87, MEM: 6934, TEMP: 63, POWER: 92
2024-08-09T14:02:56Z - CPU: 51, MEM: 10654, TEMP: 47, POWER: 87
2024-08-09T14:02:57Z - CPU: 94, MEM: 3930, TEMP: 57, POWER: 57
2024-08-09T14:02:58Z - CPU: 15, MEM: 8306, TEMP: 59, POWER: 89
2024-08-09T14:02:59Z - CPU: 85, MEM: 28629, TEMP: 53, POWER: 76
2024-08-09T14:03:00Z - CPU: 79, MEM: 8491, TEMP: 53, POWER: 70
2024-08-09T14:03:01Z - CPU: 71, MEM: 5900, TEMP: 37, POWER: 51
2024-08-09T14:03:02Z - CPU: 86, MEM: 20847, TEMP: 39, POWER: 66
2024-08-09T14:03:03Z - CPU: 77, MEM: 4197, TEMP: 53, POWER: 52
2024-08-09T14:03:04Z - CPU: 71, MEM: 3847, TEMP: 86, POWER: 55
2024-08-09T14:03:05Z - CPU: 18, MEM: 27308, TEMP: 39, POWER: 72
2024-08-09T14:03:06Z - CPU: 47, MEM: 2656, TEMP: 68, POWER: 63
2024-08-09T14:03:07Z - CPU: 40, MEM: 6802, TEMP: 42, POWER: 105
2024-08-09T14:03:08Z - CPU: 88, MEM: 28941, TEMP: 78, POWER: 100
2024-08-09T14:03:09Z - CPU: 22, MEM: 27946, TEMP: 60, POWER: 41
2024-08-09T14:03:10Z - CPU: 53, MEM: 10307, TEMP: 62, POWER: 66
2024-08-09T14:03:11Z - CPU: 19, MEM: 2666, TEMP: 54, POWER: 54
2024-08-09T14:03:12Z - CPU: 92, MEM: 5979, TEMP: 46, POWER: 55
2024-08-09T14:03:13Z - CPU: 16, MEM: 1968, TEMP: 55, POWER: 73
2024-08-09T14:03:14Z - CPU: 89, MEM: 2163, TEMP: 63, POWER: 85
2024-08-09T14:03:15Z - CPU: 25, MEM: 2618, TEMP: 71, POWER: 66
2024-08-09T14:03:16Z - CPU: 46, MEM: 29775, TEMP: 68, POWER: 92
2024-08-09T14:03:17Z - CPU: 23, MEM: 31149, TEMP: 70, POWER: 81
2024-08-09T14:03:18Z - CPU: 95, MEM: 14865, TEMP: 78, POWER: 85
2024-08-09T14:03:19Z - CPU: 27, MEM: 17039, TEMP: 80, POWER: 53
2024-08-09T14:03:20Z - CPU: 78, MEM: 27780, TEMP: 37, POWER: 58
2024-08-09T14:03:21Z - CPU: 72, MEM: 10445, TEMP: 41, POWER: 93
2024-08-09T14:03:22Z - CPU: 57, MEM: 2870, TEMP: 45, POWER: 107
2024-08-09T14:03:23Z - CPU: 60, MEM: 10805, TEMP: 63, POWER: 43
2024-08-09T14:03:24Z - CPU: 30, MEM: 9945, TEMP: 69, POWER: 62
2024-08-09T14:03:25Z - CPU: 40, MEM: 28925, TEMP: 75, POWER: 71
2024-08-09T14:03:26Z - CPU: 79, MEM: 7105, TEMP: 76, POWER: 110
2024-08-09T14:03:27Z - CPU: 44, MEM: 22075, TEMP: 44, POWER: 55
2024-08-09T14:03:28Z - CPU: 29, MEM: 23657, TEMP: 74, POWER: 64
2024-08-09T14:03:29Z - CPU: 82, MEM: 29802, TEMP: 74, POWER: 61
2024-08-09T14:03:30Z - CPU: 20, MEM: 19438, TEMP: 61, POWER: 72
2024-08-09T14:03:31Z - CPU: 27, MEM: 18924, TEMP: 78, POWER: 46
2024-08-09T14:03:32Z - CPU: 65, MEM: 10387, TEMP: 87, POWER: 76
2024-08-09T14:03:33Z - CPU: 11, MEM: 27522, TEMP: 71, POWER: 87
2024-08-09T14:03:34Z - CPU: 53, MEM: 1595, TEMP: 83, POWER: 86
2024-08-09T14:03:35Z - CPU: 39, MEM: 18133, TEMP: 72, POWER: 83
2024-08-09T14:03:36Z - CPU: 51, MEM: 22770, TEMP: 86, POWER: 104
2024-08-09T14:03:37Z - CPU: 81, MEM: 29937, TEMP: 81, POWER: 71
2024-08-09T14:03:38Z - CPU: 30, MEM: 3941, TEMP: 66, POWER: 73
2024-08-09T14:03:39Z - CPU: 80, MEM: 7365, TEMP: 85, POWER: 101
2024-08-09T14:03:40Z - CPU: 72, MEM: 15717, TEMP: 66, POWER: 56
2024-08-09T14:03:41Z - CPU: 47, MEM: 26020, TEMP: 65, POWER: 46
2024-08-09T14:03:42Z - CPU: 12, MEM: 22119, TEMP: 57, POWER: 97
2024-08-09T14:03:43Z - CPU: 16, MEM: 31175, TEMP: 68, POWER: 85
2024-08-09T14:03:44Z - CPU: 98, MEM: 30727, TEMP: 79, POWER: 41
2024-08-09T14:03:45Z - CPU: 16, MEM: 6345, TEMP: 72, POWER: 72
2024-08-09T14:03:46Z - CPU: 100, MEM: 17537, TEMP: 38, POWER: 40
2024-08-09T14:03:47Z - CPU: 47, MEM: 14889, TEMP: 42, POWER: 88
2024-08-09T14:03:48Z - CPU: 23, MEM: 19767, TEMP: 59, POWER: 84
2024-08-09T14:03:49Z - CPU: 29, MEM: 16332, TEMP: 55, POWER: 47
2024-08-09T14:03:50Z - CPU: 65, MEM: 3374, TEMP: 84, POWER: 67
2024-08-09T14:03:51Z - CPU: 70, MEM: 14456, TEMP: 46, POWER: 63
2024-08-09T14:03:52Z - CPU: 64, MEM: 29584, TEMP: 39, POWER: 54
2024-08-09T14:03:53Z - CPU: 50, MEM: 12890, TEMP: 88, POWER: 66
2024-08-09T14:03:54Z - CPU: 68, MEM: 1098, TEMP: 38, POWER: 50
2024-08-09T14:03:55Z - CPU: 45, MEM: 7553, TEMP: 56, POWER: 93
2024-08-09T14:03:56Z - CPU: 80, MEM: 25585, TEMP: 46, POWER: 112
2024-08-09T14:03:57Z - CPU: 39, MEM: 15968, TEMP: 37, POWER: 118
2024-08-09T14:03:58Z - CPU: 52, MEM: 20342, TEMP: 64, POWER: 110
2024-08-09T14:03:59Z - CPU: 67, MEM: 12368, TEMP: 57, POWER: 114
2024-08-09T14:04:00Z - CPU: 13, MEM: 10613, TEMP: 73, POWER: 108
2024-08-09T14:04:01Z - CPU: 84, MEM: 30732, TEMP: 82, POWER: 106
2024-08-09T14:04:02Z - CPU: 76, MEM: 29516, TEMP: 53, POWER: 50
2024-08-09T14:04:03Z - CPU: 33, MEM: 9779, TEMP: 40, POWER: 91
2024-08-09T14:04:04Z - CPU: 76, MEM: 12667, TEMP: 68, POWER: 77
2024-08-09T14:04:05Z - CPU: 84, MEM: 2506, TEMP: 44, POWER: 87
2024-08-09T14:04:06Z - CPU: 50, MEM: 26153, TEMP: 72, POWER: 48
2024-08-09T14:04:07Z - CPU: 71, MEM: 29367, TEMP: 60, POWER: 62
2024-08-09T14:04:08Z - CPU: 81, MEM: 7070, TEMP: 34, POWER: 75
2024-08-09T14:04:09Z - CPU: 59, MEM: 1095, TEMP: 83, POWER: 90
2024-08-09T14:04:10Z - CPU: 13, MEM: 1257, TEMP: 65, POWER: 103
2024-08-09T14:04:11Z - CPU: 83, MEM: 6057, TEMP: 35, POWER: 81
2024-08-09T14:04:12Z - CPU: 37, MEM: 2493, TEMP: 70, POWER: 114
2024-08-09T14:04:13Z - CPU: 16, MEM: 11888, TEMP: 73, POWER: 49
2024-08-09T14:04:14Z - CPU: 36, MEM: 15917, TEMP: 55, POWER: 62
2024-08-09T14:04:15Z - CPU: 66, MEM: 29973, TEMP: 57, POWER: 57
2024-08-09T14:04:16Z - CPU: 19, MEM: 28660, TEMP: 51, POWER: 112
2024-08-09T14:04:17Z - CPU: 11, MEM: 21875, TEMP: 82, POWER: 51
2024-08-09T14:04:18Z - CPU: 57, MEM: 8079, TEMP: 53, POWER: 53
2024-08-09T14:04:19Z - CPU: 26, MEM: 6473, TEMP: 44, POWER: 54
2024-08-09T14:04:20Z - CPU: 12, MEM: 25759, TEMP: 62, POWER: 110
2024-08-09T14:04:21Z - CPU: 78, MEM: 7356, TEMP: 44, POWER: 62
2024-08-09T14:04:22Z - CPU: 39, MEM: 26732, TEMP: 32, POWER: 115
2024-08-09T14:04:23Z - CPU: 70, MEM: 4306, TEMP: 81, POWER: 73
2024-08-09T14:04:24Z - CPU: 76, MEM: 28765, TEMP: 68, POWER: 70
2024-08-09T14:04:25Z - CPU: 99, MEM: 19960, TEMP: 62, POWER: 79
2024-08-09T14:04:26Z - CPU: 65, MEM: 30849, TEMP: 46, POWER: 114
2024-08-09T14:04:27Z - CPU: 65, MEM: 13949, TEMP: 52, POWER: 113
2024-08-09T14:04:28Z - CPU: 89, MEM: 24074, TEMP: 46, POWER: 54
2024-08-09T14:04:29Z - CPU: 66, MEM: 10516, TEMP: 56, POWER: 117
2024-08-09T14:04:30Z - CPU: 79, MEM: 6604, TEMP: 42, POWER: 44
2024-08-09T14:04:31Z - CPU: 37, MEM: 854, TEMP: 33, POWER: 84
2024-08-09T14:04:32Z - CPU: 78, MEM: 2754, TEMP: 34, POWER: 86
2024-08-09T14:04:33Z - CPU: 62, MEM: 13374, TEMP: 49, POWER: 68
2024-08-09T14:04:34Z - CPU: 62, MEM: 20618, TEMP: 77, POWER: 114
2024-08-09T14:04:35Z - CPU: 69, MEM: 24236, TEMP: 73, POWER: 74
2024-08-09T14:04:36Z - CPU: 79, MEM: 13796, TEMP: 42, POWER: 99
2024-08-09T14:04:37Z - CPU: 92, MEM: 3042, TEMP: 75, POWER: 96
2024-08-09T14:04:38Z - CPU: 41, MEM: 11063, TEMP: 58, POWER: 83
2024-08-09T14:04:39Z - CPU: 28, MEM: 28170, TEMP: 56, POWER: 85
2024-08-09T14:04:40Z - CPU: 28, MEM: 20748, TEMP: 53, POWER: 83
2024-08-09T14:04:41Z - CPU: 88, MEM: 12974, TEMP: 82, POWER: 87
2024-08-09T14:04:42Z - CPU: 49, MEM: 4753, TEMP: 72, POWER: 75
2024-08-09T14:04:43Z - CPU: 21, MEM: 25917, TEMP: 72, POWER: 98
2024-08-09T14:04:44Z - CPU: 30, MEM: 20503, TEMP: 68, POWER: 102
2024-08-09T14:04:45Z - CPU: 89, MEM: 24973, TEMP: 32, POWER: 90
2024-08-09T14:04:46Z - CPU: 95, MEM: 6548, TEMP: 51, POWER: 93
2024-08-09T14:04:47Z - CPU: 33, MEM: 22100, TEMP: 88, POWER: 111
2024-08-09T14:04:48Z - CPU: 79, MEM: 31009, TEMP: 64, POWER: 89
2024-08-09T14:04:49Z - CPU: 52, MEM: 22446, TEMP: 65, POWER: 90
2024-08-09T14:04:50Z - CPU: 27, MEM: 19837, TEMP: 36, POWER: 57
2024-08-09T14:04:51Z - CPU: 15, MEM: 1977, TEMP: 88, POWER: 68
2024-08-09T14:04:52Z - CPU: 72, MEM: 13449, TEMP: 40, POWER: 70
2024-08-09T14:04:53Z - CPU: 29, MEM: 10877, TEMP: 52, POWER: 82
2024-08-09T14:04:54Z - CPU: 78, MEM: 1483, TEMP: 77, POWER: 118
2024-08-09T14:04:55Z - CPU: 73, MEM: 9629, TEMP: 56, POWER: 56
2024-08-09T14:04:56Z - CPU: 94, MEM: 23787, TEMP: 68, POWER: 52
2024-08-09T14:04:57Z - CPU: 11, MEM: 5543, TEMP: 36, POWER: 89
2024-08-09T14:04:58Z - CPU: 100, MEM: 13368, TEMP: 53, POWER: 68
2024-08-09T14:04:59Z - CPU: 86, MEM: 20266, TEMP: 60, POWER: 46
2024-08-09T14:05:00Z - CPU: 15, MEM: 3876, TEMP: 79, POWER: 82
2024-08-09T14:05:01Z - CPU: 81, MEM: 19226, TEMP: 44, POWER: 113
2024-08-09T14:05:02Z - CPU: 24, MEM: 13507, TEMP: 82, POWER: 49
2024-08-09T14:05:03Z - CPU: 92, MEM: 10574, TEMP: 38, POWER: 108
2024-08-09T14:05:04Z - CPU: 81, MEM: 31313, TEMP: 50, POWER: 111
2024-08-09T14:05:05Z - CPU: 65, MEM: 17154, TEMP: 48, POWER: 110
2024-08-09T14:05:06Z - CPU: 47, MEM: 7593, TEMP: 71, POWER: 108
2024-08-09T14:05:07Z - CPU: 98, MEM: 19797, TEMP: 73, POWER: 53
2024-08-09T14:05:08Z - CPU: 48, MEM: 12238, TEMP: 46, POWER: 94
2024-08-09T14:05:09Z - CPU: 70, MEM: 3020, TEMP: 87, POWER: 65
2024-08-09T14:05:10Z - CPU: 85, MEM: 3942, TEMP: 35, POWER: 41
2024-08-09T14:05:11Z - CPU: 66, MEM: 4813, TEMP: 72, POWER: 52
2024-08-09T14:05:12Z - CPU: 55, MEM: 29498, TEMP: 56, POWER: 110
2024-08-09T14:05:13Z - CPU: 52, MEM: 6693, TEMP: 83, POWER: 101
2024-08-09T14:05:14Z - CPU: 26, MEM: 1208, TEMP: 71, POWER: 83
2024-08-09T14:05:15Z - CPU: 33, MEM: 24451, TEMP: 37, POWER: 57
2024-08-09T14:05:16Z - CPU: 27, MEM: 2673, TEMP: 61, POWER: 47
2024-08-09T14:05:17Z - CPU: 42, MEM: 6395, TEMP: 81, POWER: 80
2024-08-09T14:05:18Z - CPU: 60, MEM: 8859, TEMP: 86, POWER: 75
2024-08-09T14:05:19Z - CPU: 78, MEM: 30596, TEMP: 78, POWER: 64
2024-08-09T14:05:20Z - CPU: 60, MEM: 3472, TEMP: 53, POWER: 87
2024-08-09T14:05:21Z - CPU: 16, MEM: 14714, TEMP: 36, POWER: 104
2024-08-09T14:05:22Z - CPU: 48, MEM: 2125, TEMP: 38, POWER: 56
2024-08-09T14:05:23Z - CPU: 78, MEM: 19740, TEMP: 46, POWER: 66
2024-08-09T14:05:24Z - CPU: 85, MEM: 14068, TEMP: 66, POWER: 73
2024-08-09T14:05:25Z - CPU: 34, MEM: 2350, TEMP: 38, POWER: 66
2024-08-09T14:05:26Z - CPU: 69, MEM: 8010, TEMP: 64, POWER: 50
2024-08-09T14:05:27Z - CPU: 51, MEM: 20697, TEMP: 74, POWER: 77
2024-08-09T14:05:28Z - CPU: 77, MEM: 13114, TEMP: 39, POWER: 116
2024-08-09T14:05:29Z - CPU: 20, MEM: 9063, TEMP: 71, POWER: 97
2024-08-09T14:05:30Z - CPU: 44, MEM: 27472, TEMP: 45, POWER: 41
2024-08-09T14:05:31Z - CPU: 78, MEM: 16776, TEMP: 44, POWER: 105
2024-08-09T14:05:32Z - CPU: 22, MEM: 28991, TEMP: 69, POWER: 100
2024-08-09T14:05:33Z - CPU: 52, MEM: 15984, TEMP: 73, POWER: 100
2024-08-09T14:05:34Z - CPU: 45, MEM: 23131, TEMP: 36, POWER: 93
2024-08-09T14:05:35Z - CPU: 31, MEM: 31798, TEMP: 35, POWER: 75
2024-08-09T14:05:36Z - CPU: 89, MEM: 29216, TEMP: 84, POWER: 50
2024-08-09T14:05:37Z - CPU: 71, MEM: 15958, TEMP: 48, POWER: 64
2024-08-09T14:05:38Z - CPU: 68, MEM: 5289, TEMP: 86, POWER: 81
2024-08-09T14:05:39Z - CPU: 92, MEM: 19504, TEMP: 72, POWER: 46
2024-08-09T14:05:40Z - CPU: 41, MEM: 6458, TEMP: 80, POWER: 47
2024-08-09T14:05:41Z - CPU: 93, MEM: 9094, TEMP: 85, POWER: 81
2024-08-09T14:05:42Z - CPU: 55, MEM: 19639, TEMP: 44, POWER: 45
2024-08-09T14:05:43Z - CPU: 64, MEM: 15106, TEMP: 73, POWER: 66
2024-08-09T14:05:44Z - CPU: 31, MEM: 31786, TEMP: 44, POWER: 67
2024-08-09T14:05:45Z - CPU: 93, MEM: 21678, TEMP: 66, POWER: 87
2024-08-09T14:05:46Z - CPU: 86, MEM: 3905, TEMP: 57, POWER: 52
2024-08-09T14:05:47Z - CPU: 89, MEM: 24698, TEMP: 83, POWER: 54
2024-08-09T14:05:48Z - CPU: 75, MEM: 13005, TEMP: 38, POWER: 57
2024-08-09T14:05:49Z - CPU: 18, MEM: 28346, TEMP: 66, POWER: 65
2024-08-09T14:05:50Z - CPU: 82, MEM: 4932, TEMP: 51, POWER: 59
2024-08-09T14:05:51Z - CPU: 68, MEM: 12965, TEMP: 48, POWER: 94
2024-08-09T14:05:52Z - CPU: 36, MEM: 10048, TEMP: 73, POWER: 52
2024-08-09T14:05:53Z - CPU: 45, MEM: 5335, TEMP: 66, POWER: 48
2024-08-09T14:05:54Z - CPU: 16, MEM: 2558, TEMP: 53, POWER: 98
2024-08-09T14:05:55Z - CPU: 81, MEM: 21967, TEMP: 87, POWER: 106
2024-08-09T14:05:56Z - CPU: 92, MEM: 26080, TEMP: 37, POWER: 109
2024-08-09T14:05:57Z - CPU: 68, MEM: 16498, TEMP: 75, POWER: 88
2024-08-09T14:05:58Z - CPU: 57, MEM: 28395, TEMP: 71, POWER: 70
2024-08-09T14:05:59Z - CPU: 59, MEM: 27783, TEMP: 63, POWER: 65
2024-08-09T14:06:00Z - CPU: 75, MEM: 27978, TEMP: 64, POWER: 118
2024-08-09T14:06:01Z - CPU: 86, MEM: 4409, TEMP: 44, POWER: 96
2024-08-09T14:06:02Z - CPU: 64, MEM: 22473, TEMP: 72, POWER: 40
2024-08-09T14:06:03Z - CPU: 98, MEM: 26520, TEMP: 83, POWER: 71
2024-08-09T14:06:04Z - CPU: 68, MEM: 1146, TEMP: 71, POWER: 59
2024-08-09T14:06:05Z - CPU: 37, MEM: 7447, TEMP: 46, POWER: 78
2024-08-09T14:06:06Z - CPU: 14, MEM: 17557, TEMP: 87, POWER: 100
2024-08-09T14:06:07Z - CPU: 73, MEM: 22032, TEMP: 35, POWER: 90
2024-08-09T14:06:08Z - CPU: 59, MEM: 27696, TEMP: 39, POWER: 90
2024-08-09T14:06:09Z - CPU: 30, MEM: 16444, TEMP: 54, POWER: 93
2024-08-09T14:06:10Z - CPU: 95, MEM: 28555, TEMP: 51, POWER: 82
2024-08-09T14:06:11Z - CPU: 98, MEM: 13627, TEMP: 34, POWER: 68
2024-08-09T14:06:12Z - CPU: 22, MEM: 27686, TEMP: 86, POWER: 64
2024-08-09T14:06:13Z - CPU: 30, MEM: 27922, TEMP: 39, POWER: 95
2024-08-09T14:06:14Z - CPU: 93, MEM: 7464, TEMP: 34, POWER: 108
2024-08-09T14:06:15Z - CPU: 79, MEM: 16552, TEMP: 77, POWER: 98
2024-08-09T14:06:16Z - CPU: 95, MEM: 26074, TEMP: 71, POWER: 105
2024-08-09T14:06:17Z - CPU: 87, MEM: 31816, TEMP: 36, POWER: 47
2024-08-09T14:06:18Z - CPU: 93, MEM: 27690, TEMP: 81, POWER: 110
2024-08-09T14:06:19Z - CPU: 63, MEM: 16930, TEMP: 43, POWER: 107
2024-08-09T14:06:20Z - CPU: 59, MEM: 17193, TEMP: 46, POWER: 40
